n_sites,n_ever_bathing,n_changed_positive_negative,n_any_unknown,n_positive_with_unknown,n_positive_with_mixed,n_first_positive_2024,n_first_positive_2024_prior_unknown,n_first_positive_2024_prior_negative,n_first_positive_2024_all_prior_unknown,n_first_positive_2024_all_prior_negative,n_first_positive_2024_coastal,n_first_positive_2024_inland
13990,1118,249,1098,17,48,97,0,97,0,97,62,35
