"source_id","parent_segment_id","decision","segment_id"
"7F50B9D9-A6E0-4A50-A783-36F163C63CF3","cdeabbc7e1f793aad6035499aa704cd3c9bacbcef3f6643f92a9ee0554d85e4b","excluded","7518d611424ff519ff3e84ac9951687fdfa1241a127d1de82681f351afbbcdd0"
"7F50B9D9-A6E0-4A50-A783-36F163C63CF3","11f45c695edf483a188c79385688502f40e4877f9e9c10d441519fb5cbb8ccf8","excluded","5637e3ce07b1a7d31cdb88b26a08ec8f9becb2c4b66c40c85f4ffeac9c8de8e7"
"7F50B9D9-A6E0-4A50-A783-36F163C63CF3","11f45c695edf483a188c79385688502f40e4877f9e9c10d441519fb5cbb8ccf8","retained","81190b551f42c03624e0af657bb2943f2d3da9115ec056c3dfb59d50111d0dd2"
"F4927048-5F3E-44DC-9023-3581769C5947","54e3f6acfeb27eb9ec211f132fa86ae7406d35216ec448b7294712de251871cb","excluded","2548f3256cf328aae8f071d2259834a8fb90272e74441a3d54993baa0539d602"
"F4927048-5F3E-44DC-9023-3581769C5947","54e3f6acfeb27eb9ec211f132fa86ae7406d35216ec448b7294712de251871cb","retained","5e33b33c1c773c0bb282d67a97a922a2247bf1bca93727eef2e1387e3c11fd31"
"7AE8B113-AFA5-4A91-A820-A269AF6D074A","5f325d68994b1b465a2106f78cc56392afbeed68d8393b1efccd719c8dbf7ca7","excluded","08c2e316d26153a06c1ec680e5822b45edc67105f7828c7edf900f7e1025a591"
"E3F3C56A-0302-4E43-B03E-9AE3B235B20D","e4f9c588f0ae45d1e14aaa7ebe7ad7d91ef6bf12e54402b00d3cbfb02d01cabb","excluded","fa7e29f38815a8275fc621998ed34756a385cdcd3575ccc3502c08962edf6314"
"E3F3C56A-0302-4E43-B03E-9AE3B235B20D","e4f9c588f0ae45d1e14aaa7ebe7ad7d91ef6bf12e54402b00d3cbfb02d01cabb","retained","52d955539e8fa24f6e4da6d5cd1057d89eeee06f349940d3c627ded71f746606"
"B501F546-EECA-48B7-9C6F-38C538795B08","26337ee0232574069e9625037a7da6d6fdab3806ccec6fc1d052bb511f7d4cba","retained","2460357622894d5be419939bfa05c5d6862cded555a73cc0ec8214c338a3b8d4"
"B501F546-EECA-48B7-9C6F-38C538795B08","26337ee0232574069e9625037a7da6d6fdab3806ccec6fc1d052bb511f7d4cba","excluded","826283da5eec67b2218fe527035ef443879c502d9a1726677bc52fdfdcacac0b"
