"source_id","x0","y0","x1","y1","coast_x","coast_y"
"42C0D56C-58B1-4465-96B3-DB88476151AC",542386.5,401730.2,539809.5,410438.8,545000,401000
"A01E6AC4-7286-4835-A9A0-E7197A2C5E26",542386.5,401730.2,539809.5,410438.8,545000,401000
"4A09FCAF-F951-4A28-A8C4-7DEFDC75A7B5",321014.5,479544.6,320073.5,479716,321000,479000
"A87AC157-012E-4923-8DC3-E9EFEAC540FF",329188.1,403183.3,329588.2,401721,328000,403000
